"BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE"
"C10549",0.05868968917485,1,0,0,0,0.00206208372049879,0,0,0,0.166666666666667,0.024390243902439,0,0.0383973288814691,0.0060731815060512,0.00472777461836186,0,1
"C10550",0.266941150219725,1,0.00676902346411276,0.00814376399153608,0,0.22031053115476,0.2,0.2,0,0.533333333333333,0.252032520325203,0.00558659217877095,0.265442404006678,0.0878059164777223,0.0142519974417784,0,0.666666666666667
"C10551",0.19164695743305,0.818182,0.03038362693637,0.0365543254929621,0,0.187212935863307,0.083333,0.083333,0,0.111111333333333,0.016260162601626,0.00279329608938547,0.415692821368948,0.0113020829168438,0.00978281549012149,0,1
"C10552",0.0040673867784954,1,0.0113842760040514,0.00663669539084302,0.0127893333333333,0,0.916667,0.25,0.833333,0,0,0.0391061452513966,0.265442404006678,0.011862777476185,0.00196271209472342,0.333333,1
"C10553",0.0715437886831193,1,0.0301275072354835,0.0220797939219234,0.025664,0.00958835642000222,1,0.111111,0.888889,0.074074,0.00813008130081301,0.0279329608938547,0.0484140233722871,0.0110218979551396,0.0138578516972048,0,0.5
"C10554",0.00993117491657846,0.909091,0.0214337115924956,0,0.0467155555555556,0,0.833333,0,0.833333,0,0,0.0363128491620112,0.0984974958263773,0.0256520024241577,0.00220149704647045,0.375,1
"C10555",0.124699170544711,1,0.04572348411701,0.0300030053052838,0.0453022222222222,0.00484681109615127,1,0.416667,1,0.0555553333333333,0.016260162601626,0.11731843575419,0.0934891485809683,0.0408767032543704,0.011444145792412,0,1
"C10556",0.0583974229088422,1,0.00365500757857379,0.00144745315710387,0.005344,0,0.416667,0.083333,0.333333,0,0,0.0195530726256983,0.131886477462437,0.0042880702398137,0.0048246580404927,0,1
"C10557",0.134924180691358,1,0.0198339830467518,0.00399766935508602,0.0359866666666667,0.0294961688035152,0.583333,0.166667,0.5,0.111111333333333,0.040650406504065,0.0418994413407821,0.181969949916528,0.0159103962130544,0.00772636162978958,0,1
"C10558",0.151440705213248,1,0.0942165683752937,0.105502652641909,0.0142186666666667,0,1,0.583333,1,0,0,0.058659217877095,0.248747913188648,0.127683374281878,0.0142704336971432,0.083333,1
"C10559",0.00373079588620081,0.181818,0.0208770182935943,0.0251169922414057,0,0,0.083333,0.083333,0,0,0,0.00558659217877095,0.666110183639399,0.115786270331302,0.00151877540936602,0,1
"C10560",0.176759290617691,1,0.129371036491552,0.108897543622926,0.0846888888888889,0,1,0.833333,0.666667,0,0,0.150837988826816,0.398998330550918,0.0569946916075004,0.00908723481605779,0.083333,1
"C10561",0.37756632003417,1,0.0315991759307841,0.0380167438437241,0,0.069352868189249,0.666667,0.666667,0,0.5,0.0894308943089431,0.053072625698324,0.582637729549249,0.0340561342214928,0.0231661811832528,0,1
"C10562",0.0035729258486265,0.454545,0.0149697478995024,0.0180099972400258,0,0,0.333333,0.333333,0,0,0,0.0167597765363128,0.165275459098498,0.030307857140575,0.00134197291089716,0.5,1
"C10563",0.266051797871285,1,0.0463749988019879,0.031472292925266,0.0440604444444444,0.0605583413065245,1,0.666667,1,0.5,0.186991869918699,0.167597765363128,0.165275459098498,0.102012209209382,0.0808097917821905,0,1
"C10564",0.128897345217867,1,0.0333544931164772,0,0.0726973333333333,0.0103275938016576,1,0,1,0.0555553333333333,0.00813008130081301,0.0921787709497207,0.0984974958263773,0.0284384489277469,0.0145679104393908,0,1
"C10565",0.00337811310868286,0.272727,0.0127862050992698,0.0118256922935386,0.00644444444444444,0,0.25,0.166667,0.166667,0,0,0.0223463687150838,0.198664440734558,0.02984250489775,0.00147705083091821,1,1
"C10566",0.0674591079591452,1,0.00113173912413995,0,0.00246666666666667,0.114696205951406,0.083333,0,0.083333,0.555555333333333,1,0.00279329608938547,0.0984974958263773,0.0676776547633626,0.00551482063247559,0,1
"C10567",0.00404006985285518,0.833333,0.00564849977273455,0.00679566990708087,0,0,0.333333,0.333333,0,0,0,0.00558659217877095,0.282136894824708,0.0160593974424518,0.00143200353731526,0.333333,0
"C10568",0.0499163266603885,0.909091,0.152528865974967,0.183506393940323,0,0,0.818182,0.818182,0,0,0,0.0391061452513966,0.499165275459099,0.148283989519844,0.00418053003125285,0.888889,0.833333333333333
"C10569",0.271918385337842,1,0.0802941379787792,0.0639435738599773,0.0591631111111111,0,1,0.75,0.833333,0,0,0.150837988826816,0.315525876460768,0.0246138281257173,0.0149703874070458,0,1
"C10570",0.0279079846699388,1,0.128475841040205,0.154568370695207,0,0,0.833333,0.833333,0,0,0,0.058659217877095,0.549248747913189,0.0970968568013243,0.00238553466570488,1,1
"C10571",0.0138474652783286,1,0.03786003833231,0,0.0825173333333333,0,1,0,1,0,0,0.0335195530726257,0.0584307178631052,0.0313774652901326,0.0260654024736145,0,1
"C10572",0.025839760838247,0.8,0.100417071356865,0.120811064430065,0,0,0.8,0.8,0,0,0,0.134078212290503,0.348914858096828,0.0676350825244446,0.00195519587107258,1,0.666666666666667
"C10573",0.0543324632512678,0.833333,0.0266745813635805,0.0320919991413413,0,0.00497701994327719,0.5,0.5,0,0.111111333333333,0.00813008130081301,0.0223463687150838,0.0484140233722871,0.00466696274230033,0.0027090548089229,0,0
"C10574",0.606387438374024,1,1,1,0.367925333333333,0.0118413216471504,1,1,0.916667,0.0555553333333333,0.00813008130081301,0.282122905027933,0.749582637729549,0.925260687001966,0.0389242065590821,0.25,1
"C10575",0.472479287783957,1,0.09389805008486,0.0986311754423625,0.0259728888888889,0.0393433080522962,0.916667,0.666667,0.75,0.111111333333333,0.0650406504065041,0.128491620111732,0.298831385642738,0.0828415132678376,0.0924128263800914,0,1
"C10576",0.480457019790755,1,0.00464522833295643,0.00558864117268239,0,0.118461354766394,0.333333,0.333333,0,0.444444666666667,0.105691056910569,0.0111731843575419,0.315525876460768,0.132308087942528,0.0852142560440067,0,1
"C10577",0.0681044311531807,1,0.0474614683611622,0.0571005550614861,0,0.0397408292738612,0.666667,0.666667,0,0.166666666666667,0.0487804878048781,0.0502793296089385,0.198664440734558,0.0457866222198164,0.00472018828258901,0,1
"C10578",0.0923681555673142,0.818182,0.0244496434206091,0.0294151921248735,0,0.181447098728438,0.090909,0.090909,0,0.424242666666667,0.138211382113821,0.00279329608938547,0.223706176961603,0.229377143637041,0.00552340683490379,0.111111,0.833333333333333
"C10579",0.0102133165385108,1,0.023955348711255,0,0.0522115555555556,0,1,0,1,0,0,0.114525139664804,0.148580968280467,0.0252407195124221,0.00266648811282227,0,1
"C10580",0.172995619373364,1,0,0,0,0.0540314397246818,0,0,0,0.0555553333333333,0.024390243902439,0,0.131886477462437,0.0213718273278687,0.0160755620115615,0,1
"C10581",0.283787411144059,1,0.00956370539138088,0.0070164678463001,0.00813333333333333,0.16982814173988,0.666667,0.166667,0.333333,0.555555333333333,0.422764227642276,0.0111731843575419,0.232053422370618,0.0527670006150329,0.0192190720748795,0,0
"C10582",0.288019774614296,1,0,0,0,0.026289590277624,0,0,0,0.444444666666667,0.0650406504065041,0,0.198664440734558,0.0406134207328179,0.0171051704070547,0,1
"C10583",0.00952905380739928,1,0.00272004832016268,0.00327247079027262,0,0.00464906282780948,0.25,0.25,0,0.111111333333333,0.016260162601626,0.00837988826815642,0.0818030050083473,0.00331962766486261,0.00221780774102017,0,1
"C10584",0.0688821354141321,1,0.218203993224247,0.0714563464074335,0.346132444444444,0,0.916667,0.5,1,0,0,0.620111731843575,0.198664440734558,0.194262336978133,0.00366456783175401,0.818182,1
"C10585",0.0284731464979689,1,0,0,0,0.0228002868407251,0,0,0,0.111111333333333,0.016260162601626,0,0.0484140233722871,0.026198108417209,0.00248024526645083,0,1
"C10586",0.0540405153676517,1,0.00100123227018508,0,0.00218222222222222,0,0.25,0,0.25,0,0,0.00837988826815642,0.0317195325542571,0.00118046783102803,0.108236476675941,0,1
"C10587",0.0631710809754251,1,0.230706957667043,0.24861111962955,0.0524475555555556,0,1,1,0.833333,0,0,0.273743016759777,0.198664440734558,0.211310917576395,0.00368546680648809,0.833333,1
"C10588",0.0575209502650387,1,0,0,0,0.00600152693460883,0,0,0,0.166666666666667,0.024390243902439,0,0.0383973288814691,0.00851709557941748,0.00335673326356298,0,1
"C10589",0.238761421688674,1,0.0718882730823292,0,0.156683111111111,0,1,0,1,0,0,0.184357541899441,0.499165275459099,0.277671932924527,0.0188847809192906,0.25,1
"C10590",0.00151940274492232,0.909091,0.00527614740504454,0.0063476954215094,0,0,0.666667,0.666667,0,0,0,0.0446927374301676,0.398998330550918,0.00990581008643385,0.0013744334491511,1,1
"C10591",0.181539727451314,1,0.049931106655299,0,0.108826666666667,0,1,0,1,0,0,0.0335195530726257,0.0550918196994992,0.00448459246412755,0.50404432461748,0,1
"C10592",0.00122304634431017,0.727273,0.00599495468659289,0.00478371001870649,0.0044,0,0.5,0.25,0.166667,0,0,0.0167597765363128,0.415692821368948,0.00567308769046203,0.00121728933218639,0.333333,1
"C10593",0.502006699939697,1,0.0144577124146888,0.0173939709896041,0,0.0163716046237352,0.3,0.3,0,0.2,0.024390243902439,0.00837988826815642,0.348914858096828,0.0482474087460117,0.0267265694168464,0,0.666666666666667
"C10594",0.113120815469191,1,0.0331991083934871,0.0399416112116287,0,0,0.333333,0.333333,0,0,0,0.0223463687150838,0.165275459098498,0.0129029521123979,0.00664392085138602,0,1
"C10595",0.137959655480236,1,0,0,0,0.068230432134495,0,0,0,0.0555553333333333,0.0569105691056911,0,0.103505843071786,0.00777257707637375,0.139205075605968,0,1
"C10596",0.141236503821353,1,0,0,0,0.0471959705917065,0,0,0,0.0555553333333333,0.00813008130081301,0,0.232053422370618,0.015966250253154,0.00868177879651063,0,1
"C10598",0.181300928579706,1,0.238208450848978,0.286586893188997,0,0,1,1,0,0,0,0.393854748603352,0.348914858096828,0.160596099936197,0.0156871502397121,0,1
"C10599",0.056084859364695,0.727273,0.0020181661462366,0,0.00439866666666667,0,0.416667,0,0.416667,0,0,0.0139664804469274,0.0818030050083473,0.0708761578358382,0.00582670623379177,0,1
"C10600",0.383125934835397,1,0,0,0,0.0153003188366778,0,0,0,0.166666666666667,0.032520325203252,0,0.248747913188648,0.0391215581165469,0.0403472807411361,0,1
"C10601",0.418796061629875,1,0.0232903755069631,0.0249661136496059,0.00553333333333333,0.0562637399196053,0.5,0.333333,0.25,0.166666666666667,0.024390243902439,0.0279329608938547,0.298831385642738,0.0409978878805492,0.037983389165285,0,1
"C10602",0.0980200078951692,1,0.030475389568057,0.0366647244625717,0,0,0.416667,0.416667,0,0,0,0.0223463687150838,0.282136894824708,0.0400528852383805,0.00605181330129312,0,1
"C10603",0.0136252364169113,0.909091,0.0131779295780938,0.0158542733601153,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.332220367278798,0.0106458359720037,0.00239597477555924,0,1
"C10604",0.0681710945341144,1,0,0,0,0.0435502117828278,0,0,0,0.222222,0.0731707317073171,0,0.115191986644407,0.0593413285610029,0.00662180342822516,0.083333,1
"C10605",0.0164567312269769,1,0.0735911836094811,0.0521267134840075,0.0659613333333333,0,1,0.75,0.75,0,0,0.103351955307263,0.499165275459099,0.0477037449552131,0.00238866230503801,1,1
"C10606",0.372226394281931,1,0,0,0,0.0661483855234292,0,0,0,0.0555553333333333,0.016260162601626,0,0.248747913188648,0.0894981912911457,0.0285749146364789,0,1
"C10607",0.234102460261677,1,0,0,0,0.0603776576665297,0,0,0,0.111111333333333,0.0487804878048781,0,0.165275459098498,0.0194290128108886,0.0223557440140712,0,1
"C10608",0.141298763201353,1,0.2541867720292,0.240564997393358,0.118199111111111,0,1,0.583333,1,0,0,0.220670391061453,0.432387312186978,0.183170151755272,0.00854872223108561,0,1
"C10609",0.800537611064885,1,0.159539327118896,0.185588273176117,0.011508,0.0556046778147406,1,1,1,0.0555553333333333,0.016260162601626,0.173184357541899,0.632721202003339,0.219302942037352,0.0584704089690493,0,1
"C10610",0.0000171819891437055,0.454545,0.000502451387726279,0.000604495691373547,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.0584307178631052,0.000898842748363994,0.000351154279214112,0,1
"C10611",0.130898920582133,1,0.570104509480813,0.565070256677604,0.218876,0,1,1,0.916667,0,0,0.195530726256983,0.298831385642738,0.537345968751868,0.00703285322242842,1,1
"C10612",0.00249037840325413,0.545455,0.00758571088612726,0.00671225735226471,0.00437333333333333,0,0.333333,0.166667,0.25,0,0,0.0195530726256983,0.131886477462437,0.0130586147662538,0.00195603890488155,0.2,1
"C10613",0.216073790254457,1,0.0375537550594347,0.0357432610628967,0.0170968888888889,0.0849493176301525,1,1,0.25,0.277778,0.0650406504065041,0.058659217877095,0.248747913188648,0.153392220722092,0.0124397938627562,0,1
"C10615",0.12865690864353,1,0.0342186931900096,0.0202204299426539,0.0379493333333333,0,1,0.25,1,0,0,0.0921787709497207,0.215358931552588,0.0134633526737413,0.00670173755570007,0,1
"C10616",0.461154638366503,1,0.238065708977465,0.230634732742494,0.101052444444444,0,1,1,0.916667,0,0,0.259776536312849,0.532554257095159,0.204594209980398,0.0310570871028485,0,1
"C10617",0.086226591841802,1,0.0427079601228151,0.0513816431046644,0,0,0.416667,0.416667,0,0,0,0.0474860335195531,0.148580968280467,0.0113689703989728,0.00728160698712605,0,1
"C10618",0.143875272364767,0.909091,0,0,0,0.0630136746976737,0,0,0,0.242424,0.040650406504065,0,0.0984974958263773,0.0673880515150729,0.0181250199595008,0,0.833333333333333
"C10619",0.102212512494579,1,0.00838873587186837,0.0100924284706676,0,0.00210190796826206,0.25,0.25,0,0.0555553333333333,0.00813008130081301,0.0139664804469274,0.0818030050083473,0.0276651706896294,0.00672103694795754,0,1
"C10620",0.000523164549194983,0.545455,0.0020226523193413,0,0.00440844444444444,0,0.5,0,0.5,0,0,0.0195530726256983,0.131886477462437,0.00411985857163144,0.0019280942835634,0.166667,1
"C10621",0.0207039967575597,0.363636,0.0107056403634861,0.0128798797877886,0,0.0425105299227822,0.083333,0.083333,0,0.166666666666667,0.0975609756097561,0.00279329608938547,0.0818030050083473,0.0738803639168344,0.00108122640032771,0,1
"C10622",0.311709006595602,1,0.0398873807417153,0.0435987610782299,0.007952,0,0.916667,0.916667,0.333333,0,0,0.134078212290503,0.382303839732888,0.030620149830245,0.0175124973876205,0,1
"C10623",0.0139992062841977,1,0.0356958676432114,0.0371789383299089,0.0104466666666667,0.00507430041084806,1,1,0.166667,0.111111333333333,0.016260162601626,0.0865921787709497,0.115191986644407,0.0414657789711597,0.00253748667704921,0.25,1
"C10624",0.0481923104801481,1,0.000375411122079578,0,0.000818222222222222,0,0.083333,0,0.083333,0,0,0.00279329608938547,0.0317195325542571,0.0277445248145964,0.00555719950347582,0,1
"C10625",0.16717462155566,1,0.00787364163266521,0.00947272225459229,0,0.0788261218104768,0.636364,0.636364,0,0.242424,0.0569105691056911,0.0251396648044693,0.131886477462437,0.0875593624856226,0.00984593234104288,0,0.833333333333333
"C10626",0.108791770719543,0.909091,0,0,0,0.00422627825367157,0,0,0,0.242424,0.032520325203252,0,0.0684474123539232,0.010901799004105,0.00746287742212388,0,0.833333333333333
"C10627",0.366566751589083,1,0,0,0,0.245010498262021,0,0,0,0.277778,0.121951219512195,0,0.482470784641068,0.0295395624957992,0.0201048188900954,0,1
"C10628",0.038032679997472,1,0.012754190136659,0.00486736790456622,0.0189804444444444,0,0.583333,0.166667,0.5,0,0,0.0279329608938547,0.248747913188648,0.0142155190678358,0.00306596270586685,0,1
"C10629",0.129687952814013,1,0.019639854101494,0.0236285688000245,0,0,0.666667,0.666667,0,0,0,0.0446927374301676,0.232053422370618,0.0111751723878667,0.00836977656851549,0,1
"C10630",0.0106174959743611,0.545455,0.0410242177898379,0.0493559446778497,0,0,0.416667,0.416667,0,0,0,0.0223463687150838,0.0684474123539232,0.0619953792805876,0.00216017803726599,0.8,1
"C10631",0.356436086132222,1,0.00202897374507974,0,0.00442222222222222,0.163915331232142,0.833333,0,0.75,0.277778,0.0813008130081301,0.0279329608938547,0.265442404006678,0.0349968431956107,0.0300180336608805,0,1
"C10632",0.00563448229197782,0.636364,0.0221064336412411,0,0.0481817777777778,0,0.666667,0,0.666667,0,0,0.0251396648044693,0.265442404006678,0.0298804567625535,0.00199034765730553,0.714286,1
"C10633",0.207259789900935,1,0.00422108105760307,0,0.0092,0.0328133071356701,0.916667,0,0.916667,0.333333333333333,0.0894308943089431,0.0307262569832402,0.282136894824708,0.0294560365644783,0.0116027262720897,0,1
"C10634",0.065451070529836,1,0.0358377938468873,0.0222527523076451,0.0377964444444444,0,1,0.416667,1,0,0,0.223463687150838,0.165275459098498,0.0247297154450256,0.00405102881920745,0,1
"C10635",0.375743142363608,1,0.0782549683857342,0.0456359900640927,0.0878848888888889,0.314224953639897,1,0.916667,1,0.611111333333333,0.414634146341463,0.145251396648045,0.315525876460768,0.349751477462407,0.0327272402768788,0,1
"C10636",0.11279336892038,0.818182,0.00239745169054296,0.00288435707933393,0,0.0216862788831191,0.083333,0.083333,0,0.0555553333333333,0.016260162601626,0.00558659217877095,0.265442404006678,0.107288516042649,0.00709729902329723,0.1,1
"C10637",0.00171257195326525,1,0.0249474047182714,0.0188760158238523,0.0201777777777778,0,1,1,0.916667,0,0,0.0698324022346369,0.198664440734558,0.0240981664612838,0.00169207470991655,0.8,1
"C10638",0.282558297627594,1,0.0348746940480922,0.0200513968536294,0.0396853333333333,0.0486409897911195,1,0.416667,1,0.166666666666667,0.0487804878048781,0.120111731843575,0.198664440734558,0.0310113735101563,0.0420875955881313,0,1
"C10639",0.179574478504451,1,0.000225532156990773,0.000271336134196081,0,0.0267590663915841,0.083333,0.083333,0,0.0555553333333333,0.00813008130081301,0.00279329608938547,0.131886477462437,0.0147065137245547,0.016275456657904,0,1
"C10640",0.467370128141314,1,0,0,0,0.10288461219752,0,0,0,0.611111333333333,0.422764227642276,0,0.398998330550918,0.0479248010482609,0.0321029451638033,0,1
"C10641",0.0440027562872493,1,0.168704170937877,0.0712659695176178,0.238590666666667,0,1,1,1,0,0,0.14804469273743,0.232053422370618,0.155428801358033,0.00272295700745998,1,1
"C10642",0.110963759169329,1,0.0126414240581636,0,0.0275524444444444,0.0415524826324602,1,0,0.916667,0.0555553333333333,0.016260162601626,0.0670391061452514,0.131886477462437,0.0104449015104358,0.00665857934991976,0,1
"C10643",0.000859716424811856,0.3,0.00387442222678543,0,0.00844444444444444,0,0.2,0,0.2,0,0,0.00837988826815642,0.131886477462437,0.00634968159558543,0.00182780584927851,0.5,0.666666666666667
"C10644",0.198184956387777,1,0.156609856081528,0.123915974117575,0.116849333333333,0,1,0.583333,1,0,0,0.17877094972067,0.382303839732888,0.0498612837647448,0.0164407765916897,0,1
"C10645",0.0571351150742244,1,0.198505614955433,0.0921465852985372,0.265716444444444,0,1,1,1,0,0,0.541899441340782,0.282136894824708,0.168999477456748,0.00267967044820189,0.083333,1
"C10646",0.000114253802919344,0.454545,0,0,0,0.00289925515102211,0,0,0,0.0555553333333333,0.00813008130081301,0,0.0984974958263773,0.00549437146908423,0.000741662334145325,0.2,1
"C10647",0.275605431555501,1,0.171354887491876,0.183254929620657,0.0414875555555556,0.0666373883969415,0.833333,0.666667,0.75,0.333333333333333,0.0975609756097561,0.326815642458101,0.432387312186978,0.167501641212032,0.0154837005671886,0.25,1
"C10648",0.000503138911152259,1,0.00241845513735133,0.00171731730503849,0.00216,0,1,0.083333,0.916667,0,0,0.0698324022346369,0.108514190317195,0.00232112067957565,0.000739229101916395,0.1,1
"C10649",0.164013903388833,1,0.228429613065531,0.268135300070533,0.0121137777777778,0,1,1,0.583333,0,0,0.279329608938547,0.248747913188648,0.163976314137498,0.011615244053968,0.083333,1
"C10650",0.0877444015720064,1,0.0162016102506608,0.019492042074274,0,0,0.666667,0.666667,0,0,0,0.0446927374301676,0.0567612687813022,0.0213632827153227,0.0156568907011889,0,1
"C10651",0.0282195773720191,0.9,0.0347519360385909,0.00369223220583275,0.0690542222222222,0,0.9,0.2,0.8,0,0,0.0446927374301676,0.0484140233722871,0.0134033857372944,0.00210157254867549,0.125,0.666666666666667
"C10652",0.0947299434552872,1,0.0212976989806395,0.019659603177037,0.0108035555555556,0.00218881448748635,0.666667,0.416667,0.333333,0.0555553333333333,0.00813008130081301,0.0642458100558659,0.165275459098498,0.0210710999066761,0.00677931909886386,0,1
"C10653",0.125721208111611,1,0.0744621129426706,0.03789849428072,0.0936355555555556,0.0513587545934219,1,0.833333,1,0.111111333333333,0.0894308943089431,0.310055865921788,0.148580968280467,0.136535728206934,0.0215525590977754,0.083333,1
"C10654",0.0286129156327475,1,0.132089249559081,0.0809984973473581,0.141155555555556,0,1,1,0.916667,0,0,0.231843575418994,0.248747913188648,0.125808482509558,0.00308406801945135,0.833333,1
"C10655",0.0151484617985156,1,0.0209021000795888,0,0.0455568888888889,0,1,0,1,0,0,0.187150837988827,0.0918196994991653,0.0226405261622532,0.00239716347508676,0.083333,1
"C10656",0.0753078168539042,1,0,0,0,0.0396044203570008,0,0,0,0.0555553333333333,0.016260162601626,0,0.0784641068447412,0.0465657108023514,0.00510669439727722,0,1
"C10657",0.00417758899087693,0.636364,0.00963935858328285,0.0115970437609249,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.532554257095159,0.0111152352613026,0.00142083346040981,0,1
"C10658",0.112088321432662,1,0.0149542502105952,0.00192830200251464,0.0291,0.121266172150866,0.818182,0.181818,0.818182,0.121212,0.0569105691056911,0.0307262569832402,0.0984974958263773,0.134102751146936,0.013318526756567,0.090909,0.833333333333333
"C10659",0.258649696082451,1,0.0622093546089413,0.0242666748443681,0.0916257777777778,0.231267354664594,0.583333,0.333333,0.333333,0.277778,0.195121951219512,0.0446927374301676,0.382303839732888,0.420351814211598,0.0512222099827002,0.166667,1
"C10660",0.00327265223658594,0.636364,0.0122625463477759,0.0114814928394002,0.00592666666666667,0,0.416667,0.333333,0.333333,0,0,0.0279329608938547,0.232053422370618,0.0138802424458992,0.00211240714228369,0.25,1
"C10661",0.0558076148871964,1,0,0,0,0.0105386765880274,0,0,0,0.111111333333333,0.024390243902439,0,0.0383973288814691,0.0142010000973701,0.00483660980800836,0,1
"C10662",0.280803350726657,0.545455,0,0,0,0.205174136863287,0,0,0,0.0555553333333333,0.00813008130081301,0,0.348914858096828,0.0638636189933261,0.0473100727798422,0,1
"C10663",0.000449288544167375,1,0,0,0,0.00160410406506403,0,0,0,0.0555553333333333,0.00813008130081301,0,0.165275459098498,0.00146228853119039,0.00125802005134567,0,1
"C10665",0.00864614698261167,1,0.0359884884798133,0.0281968781624705,0.0273564444444444,0,1,0.666667,0.916667,0,0,0.058659217877095,0.332220367278798,0.0348652235529141,0.00278403597371065,1,1
"C10666",0.0157413807107225,1,0.0479653471676036,0.0278867797233892,0.0540222222222222,0,0.916667,0.666667,0.75,0,0,0.0837988826815642,0.215358931552588,0.0526647233802124,0.00242715492014215,0.25,1
"C10667",0.195641953675939,1,0,0,0,0.0109473820095124,0,0,0,0.444444666666667,0.0731707317073171,0,0.131886477462437,0.0240770935554345,0.0201192589115613,0,1
"C10668",0.0161148461443532,1,0.0790759380638941,0.0535695053512834,0.0753017777777778,0,0.916667,0.666667,0.75,0,0,0.0810055865921788,0.415692821368948,0.0717525761589892,0.0026831049213204,1,1
"C10669",0.756805814051694,1,0.121497190941927,0.077560428102671,0.124298222222222,0,1,0.583333,1,0,0,0.273743016759777,0.499165275459099,0.154563862974542,0.10597015806061,0,1
"C10670",0.092420158707284,1,0.121724762268511,0.0921276948081818,0.098404,0.0376989329586939,1,1,1,0.166666666666667,0.032520325203252,0.256983240223464,0.549248747913189,0.143390070831568,0.00582560405866943,0.25,1
"C10671",0.0778356747407923,1,0.297818068143746,0.060742249072342,0.539064,0,1,0.583333,1,0,0,0.611731843575419,0.515859766277129,0.285137464580083,0.00445904507640299,1,1
"C10672",0.315851653709755,1,0.00884245110632088,0.0106382900426263,0,0.0516362149588459,0.25,0.25,0,0.388888666666667,0.105691056910569,0.0139664804469274,0.232053422370618,0.0302575905410997,0.0217709668388085,0,1
"C10673",0.295075153199957,1,0.0569083293348616,0.062541016283848,0.0107337777777778,0,1,1,0.333333,0,0,0.100558659217877,0.465776293823038,0.0350588384264531,0.0177424442725234,0,1
"C10674",0.01917345446233,1,0.0116501837189845,0,0.025392,0.10524604864749,0.5,0,0.333333,0.277778,0.113821138211382,0.00837988826815642,0.131886477462437,0.104658699653736,0.00283305674127597,0.454545,1
"C10675",0.0907455126976716,1,0,0,0,0.0352762496743825,0,0,0,0.111111333333333,0.032520325203252,0,0.0584307178631052,0.00278887624562622,0.138634294613776,0,1
"C10676",0.0547835024522344,1,0.00573516448043896,0,0.0125,0.0288784077202279,1,0,0.888889,0.296296,0.032520325203252,0.0251396648044693,0.0383973288814691,0.0125177269025007,0.0126313496033935,0,0.5
"C10677",0.135057874409543,1,0.0347046273040322,0.0114054402158913,0.0549777777777778,0.0231041309474347,1,0.25,1,0.222222,0.040650406504065,0.153631284916201,0.0984974958263773,0.014001205548372,0.00896435910138226,0,1
"C10678",0.407523443446499,1,0.29227254643546,0.259780306050477,0.166397777777778,0,1,0.909091,0.909091,0,0,0.424581005586592,0.532554257095159,0.140305228169746,0.0277093644575981,0,0.833333333333333
"C10679",0.00323708441262321,0.363636,0.0100041660234786,0,0.0218044444444444,0,0.272727,0,0.272727,0,0,0.00837988826815642,0.599332220367279,0.0236053565364816,0.00171683773030385,1,0.833333333333333
"C10681",0.0905420130493447,1,0.170702761056021,0.102862399950934,0.185706222222222,0.020364938721611,1,0.5,1,0.0555553333333333,0.00813008130081301,0.243016759776536,0.125208681135225,0.188928676186602,0.0236283429499805,0.25,1
"C10682",0.0293538795739351,0.818182,0.0928319722216161,0.0302738507773927,0.147486222222222,0,0.75,0.166667,0.583333,0,0,0.0418994413407821,0.165275459098498,0.108362360724648,0.00227615908789235,1,1
"C10683",0.000825961222224074,0.272727,0.00411912257795083,0.00495568708025392,0,0,0.166667,0.166667,0,0,0,0.00558659217877095,0.0651085141903172,0.00394547615912551,0.000574430343193255,0,1
"C10684",0.199970895081278,0.909091,0.122968859637228,0.0705299763868871,0.140242222222222,0.154440198988978,1,0.5,1,0.333333333333333,0.504065040650406,0.290502793296089,0.232053422370618,0.336835951020941,0.0270689185192225,0.090909,1
"C10685",0.00149106293117262,0.181818,0.00773457026641955,0,0.0168577777777778,0,0.166667,0,0.166667,0,0,0.0167597765363128,0.0818030050083473,0.0105432506031497,0.000379227541944846,0.181818,1
"C10686",0.132119444022992,1,0.0382801072684773,0.0227397344291453,0.0422373333333333,0,0.166667,0.166667,0.083333,0,0,0.0810055865921788,0.282136894824708,0.0887796258004709,0.0106128926915081,0.083333,1
"C10688",0.0214286646980108,1,0.0746533870504982,0.0898149590603821,0,0,1,1,0,0,0,0.0921787709497207,0.248747913188648,0.0881480465533891,0.00246564885712874,0.666667,1
"C10689",0.0512082528269962,1,0.0465248777670767,0.0559737495783373,0,0.00209169276922883,0.916667,0.916667,0,0.111111333333333,0.016260162601626,0.0810055865921788,0.666110183639399,0.0407744363307727,0.00318320860168544,0,1
"C10690",0.0461683833381718,1,0.000930880919225026,0.00111993621392867,0,0.0264382173121561,0.083333,0.083333,0,0.111111333333333,0.016260162601626,0.00279329608938547,0.0383973288814691,0.0313463241949348,0.00575675036876385,0.1,1
